name,shipping,status,price,free_returns,items_sold
Trolli's 3 SEALED 3 Oz Bursting Crawlers Gummy Worms,610,Brand New,2000,False,
Trolli Sour BURSTING Crawlers Worms Gummi Candy {3 BAGS} A Flavor Explosion!,0,Brand New,2199,False,
Trolli Sour Brite Crawlers Assorted Sour Fruit Flavors 5 Oz. Gummi Worms Trolli,1117,Brand New,3078,False,
"Trolli Sour Brite Crawlers Very Berry Gummy Worms, 5 Pound Bulk Candy Bag",0,Brand New,3881,False,
"Sour Brite Crawlers Gummy Worms, 28.8 Ounce, Cherry, Lemon, Strawberry, Grape, O",0,Brand New,1154,False,
"Black Forest Gummy Worms Candy, 5 Pound, Pack of 1",0,Brand New,2249,False,
SmartSweets Gummy Worms Candy Pack of 12 New Low Sugar NIB New ,0,Brand New,3799,False,
6x Bags Trolli Very Berry Assorted Flavor Gummi Candy | 5oz | Fast Shipping!,0,Brand New,2280,True,
Trolli Sour Brite Crawlers Very Berry Gummy Worms 5 Pound Bulk Candy Bag FREESHI,0,Brand New,5583,False,
"Trolli Sour Brite Crawlers Very Berry Gummy Worms, 5 Pound Bulk Candy Bag",0,Brand New,3899,False,
Albanese World's Best 12 Flavor Mini Gummi Worms 27 oz Bag,0,Brand New,1695,False,
Gummi Gummy Worms Bears Sour Chocolate Covered Free Expedited Shipping,0,Brand New,1499,False,
"Trolli Sour Brite Octopus Gummy Worms, 4.25 Ounce",0,Brand New,769,True,
5 lb. Albanese Gummi Worms Topping Assortment Colors Fruity Flavor Gluten Free,0,Brand New,4329,False,
"Trolli Sour Brite Crawlers Gummy Worms, 5 Pound Bulk Candy Bag Sour Gummy Worms",0,Brand New,3774,True,
Favorite Day  Sour Gummi Worms / 2 Pkgs.7 oz. each,0,Brand New,1299,False,
5x Bags Trolli Variety Flavor Sour Gummi Candy | 4.25-5oz | Mix & Match Flavors!,0,Brand New,2121,True,
Sour Brite Crawlers Very Berry Gummy Worms 5Lb Bulk Candy Bag Sour Brite Crawler,0,Brand New,5611,False,
"Trolli Sour Brite Crawlers Gummy Worms, 28.8 Ounce (Pack of 1)",499,Brand New,946,True,
Haribo Starmix Gummi Candy Favorites 3x 4 Oz Bags,0,Brand New,1199,False,
"Trolli Sour Brite Crawlers Very Berry Gummy Worms, 5 5 Pound (Pack of 1) ",0,Brand New,3367,False,
(5) Count Lot Of Smart Sweets Red Twists Berry Punch & Worms 1.8 Oz Each *D,0,Brand New,1695,False,
"Trolli Sour Brite Crawlers Gummy Worms Very Berry , 5 Pound Bulk Candy Bag",1025,Brand New,3048,False,
Trolli Sour Brite Crawlers Very Berry Gummy Worms 5 Lb Bulk Candy Bag & Peach...,0,Brand New,11306,True,
"Sour Brite Crawlers Gummy Worms, 28.8 Ounce, Cherry, Lemon, Strawberry, Grape, O",0,Brand New,996,True,
"Sour Brite Mini Crawlers Gummy Worms, 2 Ounce, Pack of 18",0,Brand New,2651,False,
Surf Sweets Gummy Worm 90% Org,0,Brand New,763,False,
Trolli Sour Brite Crawlers 5 Oz. Gummi Worms.   (26pk) EXP 2/24/2023,1100,Brand New,3900,False,
NEW Trolli Sour Bursting Crawlers Dual-Flavor Sour Candy Gummi Worms 6.3 Oz Bag,0,Brand New,1200,False,
1 Bag Trolli Sour Brite Crawlers 28.8 oz. Value Pack 1.8 lbs. x2/2024  NEW,0,Brand New,1689,False,
4x Warheads Worms Chewy Candy 3 Flavor Combos Theater Box 113g American Candy,797,Brand New,1512,False,
Sour Mini Neon Worms 2 pounds gummy neon worms gummi candy,0,Brand New,1788,False,
Trolli's Very Berry Sour Brite Crawlers Gummi Worms Resealable 9Oz 6 Bag New,0,Brand New,2050,False,
"Trolli Sour Brite Crawlers Very Berry Gummy Worms, 5 Pound Bulk Candy Bag",0,Brand New,3930,False,
"Black Forest Gummy Worms Candy, 5 Pound, Pack of 1",0,Brand New,3277,False,
"Trolli Sour Brite Crawlers Gummy Worms, 28.8 Ounce ",0,Brand New,1067,False,
Sour Mini Neon Worms 4.5 pounds gummy neon worms gummi candy,0,Brand New,2394,False,
Albanese World's Best Gummi Variety Pack 12 Flavor and Sour Bears Mini Worms ...,0,Brand New,4874,True,
Trolli Sour Brite Crawlers Gummy Worms 3.96 Pound Tub Sour Gummy Worms,0,Brand New,2619,True,
Trolli Sour Bite Crawlers Very Berry 7.2 Oz Bag Free Shipping Ships Same Day!,0,Brand New,1200,False,
LOT of 4 Trolli Sour Brite Crawlers 5oz EA (BB 1/23) Cherry-Lemon Strawberry-Gra,0,Brand New,1188,False,
Haribo Goldbears Gummy Bears Chewy Fruit Gummies Candy 80g.X12 FREE Gummy Worm 3,1520,Brand New,9754,False,
"Albanese Worlds Best Mini Gummi Worms, Assorted Flavors, 5 Lb Bag",0,Brand New,3107,False,
Trolli Sour Brite Crawlers Gummy Worms 5 Pound Bulk Candy Bag Sour Gummy Worm...,0,Brand New,7310,True,
Trolli Sour Brite Crawlers 4.0 oz bags 3 Pack,0,Brand New,1899,False,
20x Bags Trolli Variety Flavor Sour Gummi Candy | 4.25-5oz | Mix & Match Flavors,0,Brand New,5283,True,
